case_history_id,occurrence_id,site_key,site_id,number,street,source_location,street_nodir,parcel_id,address,match_method,Index
bza-53-24-56e59115b1,2024-08-19:53-24:1,2738:ROSA PARKS,site-7a4add530b9b,2738,ROSA PARKS,"2728-38 ROSA PARKS BLVD, between Spruce and Perry in an SD2 Zone Special Development District Mixed Use",ROSA PARKS,08007463.,2738 ROSA PARKS BLVD,exact,
bza-54-24-ed802c4239,2024-08-19:54-24:1,14691:KLENK,site-77b87f4f96c9,14691,KLENK,"14691 KLENK ISLAND, between Alter Rd and dead-end street in an R1 Zone (Single Family Residential District)",KLENK,21000175.,14691 KLENK,exact,
bza-58-24-6532bebb8a,2024-08-19:58-24:1,2150:BAGLEY,site-3a60c4f8a5c4,2150,BAGLEY,"2150 BAGLEY STREET, between 14th and Wabash in an M3 Zone (Single-Family Residential District)",BAGLEY,10004862.,2150 BAGLEY,exact,
bza-57-24-083f13055b,2024-09-23:57-24:1,469:BRAINARD,site-3a8c6cb6d806,469,BRAINARD,"469 Brainard, between 2nd and Cass Ave. in an SD1 Special Development District",BRAINARD,02000771.,469 BRAINARD,exact,
bza-60-24-fc667bdd68,2024-09-23:60-24:1,9301:OAKLAND,site-4d7274936bb9,9301,OAKLAND,"9301 OAKLAND, between Kenilworth and Leicester in an B4 General Business District",OAKLAND,03002993.,9301 OAKLAND,exact,
bza-61-24-a638176bcc,2024-09-23:61-24:1,14439:WADE,site-17aee9b951bf,14439,WADE,"14439 WADE, between Hayes and Chalmers in an R2 Zone Two-Family Residential District",WADE,21006369.,14439 WADE,exact,
bza-64-24-a56bb532d6,2024-09-23:64-24:1,637:LEICESTER,site-cbe3239755cc,637,LEICESTER,"637, 643 & 649 LEICESTER COURT, between Brush and John R. in an R3 Low Density Residential District",LEICESTER,03002574.,637 LEICESTER CT,exact,
bza-64-24-a56bb532d6,2024-09-23:64-24:1,643:LEICESTER,site-9951700d82e3,643,LEICESTER,"637, 643 & 649 LEICESTER COURT, between Brush and John R. in an R3 Low Density Residential District",LEICESTER,03002575.,643 LEICESTER CT,exact,
bza-64-24-a56bb532d6,2024-09-23:64-24:1,649:LEICESTER,site-31255202d737,649,LEICESTER,"637, 643 & 649 LEICESTER COURT, between Brush and John R. in an R3 Low Density Residential District",LEICESTER,03002576.,649 LEICESTER CT,exact,
bza-56-24-ac697c2a02,2024-09-30:56-24:1,735:GRISWOLD,site-8e57372ae5f0,735,GRISWOLD,"735 GRISWOLD, between Lafayette and W. Congress in an B5 zone. Major Business District",GRISWOLD,02002013.,735 GRISWOLD,exact,
bza-62-24-e9793916e2,2024-09-30:62-24:1,2625:VERMONT,site-9cb7691c2a70,2625,VERMONT,"2662 Huron, 2654 Huron, 2648 Huron, 2642 Huron, 2628 Huron, 2622 Huron, 2031 Spruce, 2025 Spruce, 2658 Vermont, 2661 Vermont, 2657 Vermont, 2653 Vermont, 2652 Vermont, 2647 Vermont, 2642 Vermont, 2639 Vermont, 2631 Vermont; 2628 Vermont & 2625 Vermont, between Pine and Spruce in an R2 Two Family Residential District",VERMONT,08008626-7,2625 VERMONT,exact,
bza-65-24-4abb08cb2f,2024-10-21:65-24:1,12789:INDIANA,site-79c34a2992de,12789,INDIANA,"12789 & 12795 INDIANA, between Buena Vista and Fullerton in an R1 zone (Single Family Residential District).",INDIANA,16036236-7,12789 INDIANA,exact,
bza-66-24-27cac6bb0f,2024-10-21:66-24:1,1415:GLYNN,site-e2b0e283f754,1415,GLYNN,"1415 GLYNN COURT, between Byron and Lodge Service Drive in an R3 Low Density Residential District",GLYNN,06002654-6,1415 GLYNN CT,exact,
bza-68-24-956bfd6d3d,2024-10-21:68-24:1,926:W WILLIS,site-788621f537fa,926,W WILLIS,"926 W. WILLIS, between 14TH and John C. Lodge in an R2 zone (Two Family Residential District).",WILLIS,04000858.,926 W WILLIS,exact,
bza-49-24-176da3f813,2024-10-28:49-24:1,20483:WOODINGHAM,site-f1048eec5c29,20483,WOODINGHAM,"20483 Woodingham, between Chippewa and Eight Mile in an M2 Restricted Industrial District",WOODINGHAM,16028618-20,20483 WOODINGHAM,exact,
bza-55-24-5abfd2ee33,2024-10-28:55-24:1,7535:GREENFIELD,site-71696e07d30a,7535,GREENFIELD,"7535 and 7521 Greenfield, between Diversity and Majestic in an B4 General Business District",GREENFIELD,22051280-3,7535 GREENFIELD,exact,
bza-55-24-5abfd2ee33,2024-10-28:55-24:1,7521:GREENFIELD,site-9ded39931904,7521,GREENFIELD,"7535 and 7521 Greenfield, between Diversity and Majestic in an B4 General Business District",GREENFIELD,22051284.,7521 GREENFIELD,exact,
bza-bseed-slu2024-0060-b144f712f9,2024-10-28:BSEED SLU2024-0060:1,14358:ASHTON,site-0ef2127adf15,14358,ASHTON,"14358 ASHTON RD., between Lyndon and Acacia in a R1 zone. (Single Family Residential District).",ASHTON,22074992.002L,14358 ASHTON,exact,
bza-bseed-slu2024-00062-b94c40c39e,2025-01-27:BSEED SLU2024-00062:1,2201:W MCNICHOLS,site-67412eaf6f38,2201,W MCNICHOLS,"2201 W. McNichols, between Log Cabin and Inverness in a B4 General Business District.",MCNICHOLS,08005552-7,2201 W MCNICHOLS,exact,
bza-67-24-6a04eb879d,2025-02-17:67-24:1,4831:CANYON,site-1f2682c29693,4831,CANYON,"4831 Canyon, between E. Warren and Mack in a R5 Medium Density Residential District",CANYON,21002153.002,4831 CANYON,exact,
bza-76-24-6ee5d23546,2025-02-17:76-24:1,856:BEARD,site-96fc23e09c3f,856,BEARD,"856 Beard, between W Lafayette and Fisher Freeway in a R2 Two Family Residential District",BEARD,18008478-80,856 BEARD,exact,
bza-bseed-slu2024-00043-35e34d484b,2025-02-17:BSEED SLU2024-00043:1,7103:E DAVISON,site-757f714ae562,7103,E DAVISON,7103 E. Davison between Cliff and Sherwood in a M2 Restricted Industrial District.,DAVISON,15003848-9,7103 E DAVISON,exact,
bza-77-24-8710bfed88,2025-02-24:77-24:1,4028:WESSON,site-47dd3ec192eb,4028,WESSON,5840 Michigan and 4028 Wesson between 25TH and w. Grand Blvd. in an R2 Two-Family Residential District & B4 General Business District,WESSON,16015321-5,4028 WESSON,exact,
bza-79-24-03fe91ef07,2025-02-24:79-24:1,15063:GRATIOT,site-e5087d496431,15063,GRATIOT,"15063 GRATIOT, between Fairmont and Eastburn in a B4 General Business District",GRATIOT,21029193-200,15063 GRATIOT,exact,
bza-86-24-15baadd557,2025-02-24:86-24:1,12155:SOUTHFIELD,site-592566be1b1a,12155,SOUTHFIELD,"12155 SOUTHFIELD RD, between I-96 and Capitol in a M4 Intensive Industrial District",SOUTHFIELD,22074261.004,12155 SOUTHFIELD,exact,
bza-50-24-10e21a7cea,2025-03-10:50-24:1,1530:BAGLEY,site-945c4702a181,1530,BAGLEY,"1530 BAGLEY, aka 1530-1550 Bagley between Trumbull and 10th in an R3 District (Low Density Residential District).",BAGLEY,08000394-7,1530 BAGLEY,exact,
bza-1-25-e8e3ff71db,2025-03-17:1-25:1,7131:MICHIGAN,site-326cdd9ee50f,7131,MICHIGAN,"7131 MICHIGAN AVE, between Ewers and Parkinson in a B4 General Business District",MICHIGAN,18002347.,7131 MICHIGAN AVE,exact,
bza-59-24-7f6f8d4dde,2025-03-17:59-24:1,13110:W SEVEN MILE,site-0b55967bffbd,13110,W SEVEN MILE,13110 W. Seven Mile Rd. between Littlefield and W. Outer Drive in a B2 Zone Local Business and Residential District,SEVEN MILE,22017446-8,13110 W SEVEN MILE,exact,
bza-80-24-eb9518e9ff,2025-03-17:80-24:1,16211:HARPER,site-5d3f2826ee51,16211,HARPER,"16211 HARPER, between 3 Mile Dr and Bedford in a B4 General Business District.",HARPER,21004533-6,16211 HARPER,exact,
bza-83-24-c9e72204a7,2025-03-17:83-24:1,12869:ARTESIAN,site-e5ee9e0a5f6d,12869,ARTESIAN,"12869 ARTESIAN, between W. Davison and I-96 Freeway in an M4 Intensive Industrial District (Historic).",ARTESIAN,22085244.009,12869 ARTESIAN,exact,
bza-85-24-ae3e833dfd,2025-03-17:85-24:1,5742:MT ELLIOTT,site-70ce6fbb5954,5742,MT ELLIOTT,"5742 MT ELLIOTT, between E Grand Blvd and E Palmer in an M4 Intensive Industrial District (Historic).",MT ELLIOTT,15000597.,5742 MT ELLIOTT,exact,
bza-4-25-34d6c95571,2025-03-24:4-25:1,11501:E SEVEN MILE,site-17f2afa6dcf4,11501,E SEVEN MILE,"11501 E 7 MILE RD, between Albion and Hoover in an B4 General Business District",SEVEN MILE,17005197-207,11501 E SEVEN MILE,exact,
bza-82-24-c4233e3f2a,2025-03-24:82-24:1,1429:17TH,site-01e395e5f92f,1429,17TH,"1429,1435,1437,1441 17th Street & 1426 and 1438 18th Street, between Porter and Bagley in a R2 (Two Family Residential District).",17TH,10007115-6,1429 17TH ST,exact,
bza-82-24-c4233e3f2a,2025-03-24:82-24:1,1435:17TH,site-d8e7594e16f2,1435,17TH,"1429,1435,1437,1441 17th Street & 1426 and 1438 18th Street, between Porter and Bagley in a R2 (Two Family Residential District).",17TH,10007114.,1435 17TH ST,exact,
bza-82-24-c4233e3f2a,2025-03-24:82-24:1,1437:17TH,site-ae5dda0aeb1b,1437,17TH,"1429,1435,1437,1441 17th Street & 1426 and 1438 18th Street, between Porter and Bagley in a R2 (Two Family Residential District).",17TH,10007113.,1437 17TH ST,exact,
bza-82-24-c4233e3f2a,2025-03-24:82-24:1,1441:17TH,site-db0a85cade44,1441,17TH,"1429,1435,1437,1441 17th Street & 1426 and 1438 18th Street, between Porter and Bagley in a R2 (Two Family Residential District).",17TH,10007112.,1441 17TH ST,exact,
bza-82-24-c4233e3f2a,2025-03-24:82-24:1,1438:18TH,site-3b4020ba66cb,1438,18TH,"1429,1435,1437,1441 17th Street & 1426 and 1438 18th Street, between Porter and Bagley in a R2 (Two Family Residential District).",18TH,10007162.,1438 18TH ST,exact,
bza-84-24-6f5548ffcb,2025-03-24:84-24:1,19036:W MCNICHOLS,site-33e98d7da51d,19036,W MCNICHOLS,"19036 W MCNICHOLS, between Sunderland and Warwick in an B4 General Business District",MCNICHOLS,22013722-3,19036 W MCNICHOLS,exact,
bza-3-25-36721a5eeb,2025-04-14:3-25:1,2710:HARRISON,site-f91d4d333246,2710,HARRISON,2710 HARRISON Between: Spruce and Perry in an R2 Zone (Two Family Residential District).,HARRISON,08006672-3,2710 HARRISON,exact,
bza-5-25-489295d35a,2025-04-14:5-25:1,1435:LAWNDALE,site-ae3f77355f48,1435,LAWNDALE,1435 LAWNDALE Between: Homer and Longworth in an B4 Zone (General Business District).,LAWNDALE,20006571.,1435 LAWNDALE,exact,
bza-7-25-6f5b94d140,2025-04-14:7-25:1,15433:MACK,site-1d746bca9c41,15433,MACK,15433 MACK AVE aka 15435 MACK Between: Beaconsfield and Nottingham in an B4 Zone (General Business District).,MACK,21001420.,15433 MACK,exact,
bza-9-25-8fbe580481,2025-04-14:9-25:1,7500:HOLMES,site-38f9f87a6632,7500,HOLMES,7500 HOLMES Between: Proctor and Central in an R2 Zone (Two Family Residential District).,HOLMES,18004161.,7500 HOLMES,exact,
bza-43-24-4bc5821238,2025-04-21:43-24:1,5873:TRENTON,site-9d336456c713,5873,TRENTON,5873 Trenton Between: Dennison and Henderson in an R2 Zone (Two Family Residential District).,TRENTON,20010487.,5873 TRENTON,exact,
bza-10-25-d76fac624f,2025-05-12:10-25:1,18845:MACK,site-810fe126741b,18845,MACK,"18845 MACK AVE, between Lannoo and Hillcrest in a B4 Zone (General Business District).",MACK,21001663-75,18845 MACK,exact,
bza-63-24-ee881c1b59,2025-05-19:63-24:1,15303:FENKELL,site-0a1e86310fd0,15303,FENKELL,"15303 FENKELL, between Whitcomb and Prest in a B2 zone (Local Business and Residential District).",FENKELL,22010756.,15303 FENKELL,exact,
bza-6-25-1d092416b3,2025-06-09:6-25:1,4564:OAKMAN,site-05170387f246,4564,OAKMAN,"4564, 4580 & 4600 Oakman between Chicago and Grand River in a M3 GENERAL INDUSTRIAL DISTRICT.",OAKMAN,18016347-51,4564 OAKMAN BLVD,exact,
bza-78-24-65be9f6b24,2025-06-09:78-24:1,3652:GRATIOT,site-8be1b526ca98,3652,GRATIOT,3652 Gratiot between Sylvester and Superior in a B2 Zone (Local Business and Residential District).,GRATIOT,13001778-82,3652 GRATIOT,exact,
bza-bseed-slu2024-00101-0b090eb0d2,2025-06-09:BSEED SLU2024-00101:1,17731:VAN DYKE,site-69df5f2353ef,17731,VAN DYKE,17731 VAN DYKE between Iowa and Buhr in a M2 zone (Restricted Industrial District).,VAN DYKE,15005403-4,17731 VAN DYKE,exact,
bza-12-25-67c0867482,2025-06-16:12-25:1,1247:CAMPBELL,site-ffa9e0b3a2f9,1247,CAMPBELL,1247 Campbell between Howard and Porter in a R2 zone (Two Family Residential District ).,CAMPBELL,16014380.,1247 CAMPBELL,exact,
bza-bza-slu2024-00172-c17cdfcf89,2025-06-23:BZA SLU2024-00172:1,22001:W EIGHT MILE,site-08083b3964fe,22001,W EIGHT MILE,22001 West Eight Mile Rd. between Cooley and Lahser in a M2 Zone (Restricted Industrial District).,EIGHT MILE,22019030.001,22001 W EIGHT MILE,exact,
bza-13-25-2c39937285,2025-07-14:13-25:1,5357:E OUTER,site-6d16d3a32fbf,5357,E OUTER,"5357 E OUTER DRIVE, between Lapin and Seven Mile Rd in an B4 General Business District.",OUTER,17016306-9,5357 E OUTER DR,exact,
bza-14-25-61fbd5eb1b,2025-07-14:14-25:1,6602:WALTON,site-578095100b12,6602,WALTON,"6602 WALTON, between Rangoon and Warren in an R2 Zone (Two Family Residential District).",WALTON,18003734.,6602 WALTON,exact,
bza-15-25-aa055fbabb,2025-07-14:15-25:1,5938:TIREMAN,site-fe383d544255,5938,TIREMAN,"5938 TIREMAN, between Epworth and Military in an M4 intensive Industrial District.",TIREMAN,16002120-1,5938 TIREMAN,exact,
bza-bseed-slu2023-00093-1af72b8cea,2025-07-21:BSEED SLU2023-00093:1,9851:HAMILTON,site-64b5400e2aa9,9851,HAMILTON,"9851 Hamilton Ave and 1143, 1153 and 1159 Glynn Ct, between Glynn Court and Calvert Ave in a B4 Zone (General Business District).",HAMILTON,06002635-9,9851 HAMILTON,exact,
bza-16-25-aaaaa5d0aa,2025-07-28:16-25:1,7441:ELMHURST,site-c896db38c722,7441,ELMHURST,"7441 ELMHURST, Corner of Elmhurst and American in a R3 Zone (Low Density Residential District).",ELMHURST,16005743.,7441 ELMHURST,exact,
bza-17-25-97935d5a5c,2025-07-28:17-25:1,6401:MANSFIELD,site-e6d7d3a3f0d2,6401,MANSFIELD,"6401 MANSFIELD, between Paul and Whitlock in a R1 Zone Single Family Residential District",MANSFIELD,22058169.,6401 MANSFIELD,exact,
bza-18-25-cb4f866709,2025-07-28:18-25:1,8228:MT ELLIOTT,site-f3d3ef32e823,8228,MT ELLIOTT,"8228 MT ELLIOTT, between Farr and Cymbal in a B4 zone General Business District.",MT ELLIOTT,15014168.,8228 MT ELLIOTT,exact,
bza-24-25-67f735277c,2025-08-25:24-25:1,1036:HUBBARD,site-36ea1345b237,1036,HUBBARD,"1036 Hubbard, between W. Lafayette and Porter in an R2 Zone (Two-Family Residential District)",HUBBARD,14009254.,1036 HUBBARD,exact,
bza-22-25-831f730788,2025-09-08:22-25:1,557:E KIRBY,site-e306b048bd92,557,E KIRBY,557 E. Kirby between St. Antione and Beaubien in a R3 Zone (Low Density Residential District).,KIRBY,03001526.,557 E KIRBY,exact,
bza-26-25-7703d8a4a4,2025-09-08:26-25:1,10150:MACK,site-ce7ff4db8da1,10150,MACK,10150 Mack Ave. Between Cadillac and Hurlburt in a B4 Zone (General Business District).,MACK,19000828.,10150 MACK,exact,
bza-27-25-b460cdbf7e,2025-09-15:27-25:1,20851:W SEVEN MILE,site-7a9e3e24774a,20851,W SEVEN MILE,"20851 W Seven Mile Rd., between Burt Rd and Pierson St. in a B4 Zone (General Business District).",SEVEN MILE,22016609-12,20851 W SEVEN MILE,exact,
bza-28-25-d2fb7bb161,2025-09-15:28-25:1,1411:CENTRAL,site-11f943f50bcf,1411,CENTRAL,"1411 Central, between Pershing and W. Lafayeet (Railroad tracks) in a M4 Zone (Intensive Industrial District).",CENTRAL,20005002.,1411 CENTRAL,exact,
bza-29-25-7515a970f7,2025-09-29:29-25:1,1728:MICHIGAN,site-7abe10dedf7c,1728,MICHIGAN,"1728 MICHIGAN AVE, Corner of Cochrane and Harrison in a R3 Low Density Residential District.",MICHIGAN,08000565-9,1728 MICHIGAN AVE,exact,
bza-30-25-701e35d3e8,2025-09-29:30-25:1,8849:YATES,site-f4e15e398e53,8849,YATES,"8849 YATES, between Crane and Rohns in a R2 zone (Two Family Residential District).",YATES,19001204-7,8849 YATES,exact,
bza-bza2026-00009-e187ef5c5d,2026-01-23:BZA2026-00009:1,3901:GARVIN,site-a633d10b2eb5,3901,GARVIN,"3901 Garvin, between Justin and Fenelon in a R2 Zone (Two-Family Residential District).",GARVIN,13006722.,3901 GARVIN,exact,
bza-bza2026-00051-ccc5f5dbb5,2026-01-23:BZA2026-00051:1,17415:LIVERNOIS,site-01ca2b20a75a,17415,LIVERNOIS,"17415 Livernois St, between Santa Clara and Santa Maria in a B2 Zone (Local Business District).",LIVERNOIS,16017709-14,17415 LIVERNOIS,exact,
bza-53-23-cdc298d7fd,2026-02-16:53-23:1,3143:BELLEVUE,site-4d42104f9cc1,3143,BELLEVUE,3143 Bellevue,BELLEVUE,15013262-3,3143 BELLEVUE,exact,
bza-bza2025-00044-8af9060833,2026-02-16:BZA2025-00044:1,18111:W EIGHT MILE,site-ca34b7f383da,18111,W EIGHT MILE,"18111 W. 8 MILE RD., between Southfield Rd and Ashton in a B4 Zone (General Business District).",EIGHT MILE,22018876-81,18111 W EIGHT MILE,exact,
bza-bza2025-00045-d453f7d2bf,2026-02-16:BZA2025-00045:1,20575:ASHTON,site-6e10e38ab53f,20575,ASHTON,"20575 ASHTON, between Hessel and E Mile Rd. in a R1 Zone (Single Family Residential District)",ASHTON,22075329-30,20575 ASHTON,exact,
bza-bza2025-00048-3d30f83bb6,2026-02-16:BZA2025-00048:1,3331:TRUMBULL,site-b05d703a10d5,3331,TRUMBULL,"3331 TRUMBULL, between Sycamore and Ash in a SD1 Zone (Special Development District Small scall mixed use.)",TRUMBULL,08005914-8,3331 TRUMBULL,exact,
bza-bza2025-00049-131db941ce,2026-03-09:BZA2025-00049:1,2971:BELLEVUE,site-ae5933f76fce,2971,BELLEVUE,"2971 BELLEVUE, between Benson and Charlevoix in an M4 Zone Intensive Industrial District.",BELLEVUE,15013265-6,2971 BELLEVUE,exact,
bza-14-19-184cee7e49,2019-04-23:14-19:1,16424:W WARREN,site-370744103460,16424,W WARREN,16424 W. Warren Ave. between Audobon Rd. and E. Outer Dr. in a B4 zone (General Business District),WARREN,21002326.002,16424 E WARREN,direction_omitted,
bza-62-19-80921f9b24,2019-10-15:62-19:1,7414:W WARREN,site-2ac42fec00d0,7414,W WARREN,"7410, 7414, 7418, 7422, 7432, 7438 & 7446 W. Warren between Prairie and American in a B4 zone (General Business District)-City Council District #6",WARREN,17012873-4,7414 E WARREN,direction_omitted,
bza-66-19-63716eb5c4,2019-10-22:66-19:1,8911:GRAND RIVER,site-036572575089,8911,GRAND RIVER,"8911, 8885, 8877 & 8873 Grand River between Beverly and N. Weathersby in a B4 zone (General Business District).",GRAND RIVER,16004891.,8911 W GRAND RIVER,direction_omitted,
bza-66-19-63716eb5c4,2019-10-22:66-19:1,8885:GRAND RIVER,site-6e2396e16903,8885,GRAND RIVER,"8911, 8885, 8877 & 8873 Grand River between Beverly and N. Weathersby in a B4 zone (General Business District).",GRAND RIVER,16004890.,8885 W GRAND RIVER,direction_omitted,
bza-66-19-63716eb5c4,2019-10-22:66-19:1,8877:GRAND RIVER,site-dc502c1e9a94,8877,GRAND RIVER,"8911, 8885, 8877 & 8873 Grand River between Beverly and N. Weathersby in a B4 zone (General Business District).",GRAND RIVER,16004889.,8877 W GRAND RIVER,direction_omitted,
bza-66-19-63716eb5c4,2019-10-22:66-19:1,8873:GRAND RIVER,site-5c8d22bf5a6b,8873,GRAND RIVER,"8911, 8885, 8877 & 8873 Grand River between Beverly and N. Weathersby in a B4 zone (General Business District).",GRAND RIVER,16004888.,8873 W GRAND RIVER,direction_omitted,
bza-12-20-f9060d3522,2020-06-23:12-20:1,22100:GRAND RIVER,site-b1e9dc20a650,22100,GRAND RIVER,22100 Grand River between Redford and Cooley in B4 Zone (General Business District)- City Council District #1,GRAND RIVER,22007821.,22100 W GRAND RIVER,direction_omitted,
bza-43-20-83bc71214b,2021-03-23:43-20:1,8911:GRAND RIVER,site-036572575089,8911,GRAND RIVER,"8911, 8885, 8877 & 8873 Grand River between Hillsboro St and S Clarendon St in a B4 zone (General Business District) -City Council District #5",GRAND RIVER,16004891.,8911 W GRAND RIVER,direction_omitted,
bza-43-20-83bc71214b,2021-03-23:43-20:1,8885:GRAND RIVER,site-6e2396e16903,8885,GRAND RIVER,"8911, 8885, 8877 & 8873 Grand River between Hillsboro St and S Clarendon St in a B4 zone (General Business District) -City Council District #5",GRAND RIVER,16004890.,8885 W GRAND RIVER,direction_omitted,
bza-43-20-83bc71214b,2021-03-23:43-20:1,8877:GRAND RIVER,site-dc502c1e9a94,8877,GRAND RIVER,"8911, 8885, 8877 & 8873 Grand River between Hillsboro St and S Clarendon St in a B4 zone (General Business District) -City Council District #5",GRAND RIVER,16004889.,8877 W GRAND RIVER,direction_omitted,
bza-43-20-83bc71214b,2021-03-23:43-20:1,8873:GRAND RIVER,site-5c8d22bf5a6b,8873,GRAND RIVER,"8911, 8885, 8877 & 8873 Grand River between Hillsboro St and S Clarendon St in a B4 zone (General Business District) -City Council District #5",GRAND RIVER,16004888.,8873 W GRAND RIVER,direction_omitted,
bza-24-21-9280554649,2021-06-15:24-21:1,22100:GRAND RIVER,site-b1e9dc20a650,22100,GRAND RIVER,22100 Grand River between Redford and Cooley in a B3 Zone (Shopping District).,GRAND RIVER,22007821.,22100 W GRAND RIVER,direction_omitted,
bza-31-21-ace9be1d9d,2021-07-20:31-21:1,4731:GRAND RIVER,site-b14f7394100b,4731,GRAND RIVER,4731 Grand River between 14th and 15th St. in a B4 - (GENERAL BUSINESS DISTRICT)- City Council District #6,GRAND RIVER,10000527-31,4731 W GRAND RIVER,direction_omitted,
bza-75-21-9044d745bd,2021-12-21:75-21:1,60:E EUCLID,site-01c76d3b0e5e,60,E EUCLID,"8324 Woodward Ave. and 50,60,66,72,78,82,90,96,100 E. Euclid between Woodward and John R in an R3 - (Low Density Residential District)-City Council District #5",EUCLID,02001253.,60 W EUCLID,direction_omitted,
bza-75-21-9044d745bd,2021-12-21:75-21:1,90:E EUCLID,site-b34171563ab8,90,E EUCLID,"8324 Woodward Ave. and 50,60,66,72,78,82,90,96,100 E. Euclid between Woodward and John R in an R3 - (Low Density Residential District)-City Council District #5",EUCLID,02001250.,90 W EUCLID,direction_omitted,
bza-75-21-9044d745bd,2021-12-21:75-21:1,100:E EUCLID,site-30bff0e01f22,100,E EUCLID,"8324 Woodward Ave. and 50,60,66,72,78,82,90,96,100 E. Euclid between Woodward and John R in an R3 - (Low Density Residential District)-City Council District #5",EUCLID,02001249.,100 W EUCLID,direction_omitted,
bza-59-22-b75dd5795b,2022-11-15:59-22:1,757:BETHUNE,site-30b362e72764,757,BETHUNE,757 Bethune between 2nd Ave. and 3rd Ave. in an R1 (Single-Family Residential District) City Council District #5,BETHUNE,04001614.,757 W BETHUNE,direction_omitted,
bza-03-23-cdc3a2629c,2023-02-20:03-23:1,425:CAMPBELL,site-b8e8209854e2,425,CAMPBELL,425 Campbell between Harvey and Reeder in a M4 (Intensive Industrial District),CAMPBELL,16014149-51,425 S CAMPBELL,direction_omitted,
bza-16-23-d69ef06e72,2023-05-15:16-23:1,23466:GRAND RIVER,site-21101fa8d364,23466,GRAND RIVER,"23466 Grand River, between Grayfield and Codding in an B4 General Business District",GRAND RIVER,22007784.,23466 W GRAND RIVER,direction_omitted,
bza-18-23-535a07c23f,2023-05-22:18-23:1,14340:W CHICAGO,site-2518e080a55e,14340,W CHICAGO,"14340 W. Chicago, between Mark Twain and Freeland in an B4 District. General Business District.",CHICAGO,22004626-32,14340 CHICAGO,direction_omitted,
bza-39-24-fc8328dfcb,2024-06-24:39-24:1,2600:W FORT,site-6b13227d0a08,2600,W FORT,"2600-2660 W. Fort, between W. Lafayette and Fort in an R2 Two Family District",FORT,20018495.,2600 S FORT,direction_omitted,
bza-15-24-43336a40f9,2024-07-08:15-24:1,19400:GRAND RIVER,site-583d59418500,19400,GRAND RIVER,"19400 GRAND RIVER, between Outer Drive and Bretton in a B4 zone (General Business District).",GRAND RIVER,22008015-8,19400 W GRAND RIVER,direction_omitted,
bza-11-25-9414020318,2025-05-19:11-25:1,4645:VERNOR,site-5d1843e81b09,4645,VERNOR,"4645 Vernor Highway aka 1626 Lansing, between McKinstry and Lansing in a R2 zone (Two Family Residential District).",VERNOR,16000637-41,4645 W VERNOR,direction_omitted,
bza-20-25-6131a2cc71,2025-08-25:20-25:1,19244:GRAND RIVER,site-48f47cc755e8,19244,GRAND RIVER,19244 Grand River between Warwick and W Outer Drive in a B4 Zone (General Business District),GRAND RIVER,22008033-4,19244 W GRAND RIVER,direction_omitted,
bza-37-19-b5facb6e4c,2019-08-20:37-19:1,15400:GRAND RIVER,site-6b3e572b5412,15400,GRAND RIVER,15400 Grand River between Greenfield and Sussex in a B3 zone SHOPPING DISTRICT- City Council District 1,GRAND RIVER,22008281.002,15424 W GRAND RIVER 2,manual_override,66.0
bza-55-19-0f4e1aa768,2019-10-01:55-19:1,24241:GRAND RIVER,site-9605f66f3b61,24241,GRAND RIVER,24241 Grand River (aka 24207-37 Grand River) between Woodbine and Wormer in an B4 zone (General Business District)-City Council District #1,GRAND RIVER,22007544-60,24245 W GRAND RIVER,manual_override,101.0
bza-61-19-4e42da9805,2019-10-08:61-19:1,3325:MICHIGAN,site-5edefb9d9e5e,3325,MICHIGAN,3325 MICHIGAN between 22nd and 23rd in a B4 Zone (General Business District) City Council District #7,MICHIGAN,12000315-7,3321 MICHIGAN AVE,manual_override,110.0
bza-64-19-20a7b65020,2019-10-22:64-19:1,4100:W VERNOR,site-e0bbc8d2962c,4100,W VERNOR,4100 W. Vernor between Palms and Scotten in a B4-H (General Business District-Historic),VERNOR,14000370-3,4114 W VERNOR,manual_override,126.0
bza-bseed-slu2019-00063-6cba26170a,2019-11-19:BSEED SLU2019-00063:1,8333:TOWNSEND,site-329072eb4d90,8333,TOWNSEND,7554 Miller (aka 8333 Townsend) Between: Townsend and Wallace in a R5 Zone (Medium Density Residential District).-City Council District #3,TOWNSEND,15001296.,8333 SYLVESTER,manual_override,137.0
bza-112-19-8bdcb1c11b,2020-02-25:112-19:1,1475:E JEFFERSON,site-62dbc46a9181,1475,E JEFFERSON,1475 E. Jefferson Between: Rivard and Riopelle in a B4 Zone (General Business District)-City Council District #5,JEFFERSON,05000083-99,1375 E JEFFERSON,manual_override,165.0
bza-26-17-06a09b7674,2020-04-21:26-17:1,15831:MACK,site-ec9a0e38ad28,15831,MACK,15831 Mack Between: Berkshire and Buckingham in a B4 Zone (General Business District)-City Council District #4,MACK,21001445-6,15837 MACK,manual_override,172.0
bza-27-18-c8ce2a7370,2021-10-12:27-18:1,7900:DIX,site-a0c0576c2ef3,7900,DIX,7900 Dix,DIX,20004389-91,7840 DIX,manual_override,312.0
bza-55-22-5f45ad09c6,2022-11-15:55-22:1,13316:14TH,site-d4f8bb58b62f,13316,14TH,13316 14th (Legal address 13300 14th St.) between Waverly and Clements in a R2 (Two-Family Residential District)-City Council District #7,14TH,08004423-4,13300 14TH ST,manual_override,415.0
